shard,beatmap_set_id,group_source_map_count,group_unique_bpm_count,audio_path,beatmap_path,title,artist,creator,version,beatmap_id,difficulty,resolved_beatmap_path,red_offsets_ms_head,red_bpms_head,unique_bpms_head,unique_bpm_count,red_point_count,bpm_min,bpm_max,bpm_span,nonzero_bpm_diff_count,positive_bpm_diff_count,negative_bpm_diff_count,same_direction_fraction,direction_change_count,max_monotonic_run_length,max_monotonic_run_start_ms,max_monotonic_run_end_ms,max_monotonic_run_duration_s,max_monotonic_start_bpm,max_monotonic_end_bpm,max_monotonic_bpm_span,max_monotonic_abs_slope_bpm_per_s,max_monotonic_direction,max_monotonic_linear_r2,ramp_score
0,576883,7,11,576883/Nest 1.3.mp3,576883/Cardboard Box - Nest (Guilhermeziat) [Yolk 1.3].osu,Nest,Cardboard Box,Guilhermeziat,Yolk 1.3,2433646,4.01,dataset/0/576883/Cardboard Box - Nest (Guilhermeziat) [Yolk 1.3].osu,"[13.0, 24521.0, 26598.0, 57751.0, 73951.0, 84336.0, 86413.0]","[288.889, 433.333, 288.889, 433.333, 288.889, 433.333, 288.889]","[288.889, 433.333]",2,7,288.88899973666804,433.3329999076639,144.44400017099588,6,3,3,0.5,5,2,13.0,24521.0,24.508,288.88899973666804,433.3329999076639,144.44400017099588,5.893748986902068,up,1.0,158.68795361223462
0,335798,3,95,335798/Speed of Link.ogg,335798/antiPLUR - Speed of Link (Shoegazer) [Extra].osu,Speed of Link,antiPLUR,Shoegazer,Extra,743282,5.29,dataset/0/335798/antiPLUR - Speed of Link (Shoegazer) [Extra].osu,"[7298.0, 81193.0, 81647.5, 82096.9, 82534.9, 83802.5, 110750.0, 111598.0, 112027.0, 112458.0, 112676.0, 113112.0, 113332.0, 113552.0, 113995.0, 114218.0, 114442.0, 114666.0, 114892.0, 115118.0, 115345.0, 115573.0, 115802.0, 116032.0]","[263.077125, 263.999683, 267.00012, 274.000128, 283.99947, 285.000428, 283.000179, 279.999627, 278.000436, 276.000386, 274.999771, 273.000273, 272.00029, 271.000262, 269.000395, 268.499624, 267.00012, 265.999894, 265.499648, 263.999683, 262.999864, 261.999581, 261.499438, 260.00026]","[220.00022, 221.000173, 223.000245, 224.499646, 225.299649, 226.499711, 227.000155, 228.999767, 229.999617, 231.500237, 232.999755, 234.499578, 235.500065, 236.700396, 237.700015, 237.999849, 240.0, 240.599574, 241.999887, 242.999587, 244.999959, 246.000443, 248.000496, 248.999851]",56,58,220.00022000022003,285.00042750064125,65.00020750042123,57,5,52,0.9122807017543859,1,54,82534.9,125778.0,43.243100000000005,283.9994698676563,220.00022000022003,63.99924986743625,1.4799875556432411,down,0.6169774523258162,158.2339353782878
0,824051,4,24,824051/audio.mp3,824051/toby fox - ASGORE (Wh1teh) [!! 1.0x].osu,ASGORE,toby fox,Wh1teh,!! 1.0x,1726742,4.63,dataset/0/824051/toby fox - ASGORE (Wh1teh) [!! 1.0x].osu,"[238.0, 20946.0, 21239.0, 130686.0, 130956.0, 139054.0, 139309.0, 145056.0, 145316.0, 147406.0, 147666.0]","[113.0, 205.0, 229.7, 221.7, 229.7, 234.7, 229.7, 230.7, 229.7, 230.7, 229.7]","[113.0, 205.0, 221.7, 229.7, 230.7, 234.7]",6,11,113.00000006968334,234.69999990807582,121.69999983839249,10,6,4,0.6,7,3,238.0,21239.0,21.001,113.00000006968334,229.7000002381223,116.70000016843896,5.556878251913669,up,0.9643236760242232,156.00881678377914
0,1488593,1,94,1488593/audio.mp3,1488593/Kaoru feat. Kohaku - To i (AHHHHHHHHHHHHHH) [Seekin g].osu,To i,Kaoru feat. Kohaku,AHHHHHHHHHHHHHH,Seekin g,3071589,4.24,dataset/0/1488593/Kaoru feat. Kohaku - To i (AHHHHHHHHHHHHHH) [Seekin g].osu,"[1166.0, 116944.0, 119767.0, 119991.0, 120338.0, 123434.0, 124952.0, 125649.0, 126371.0, 127145.0, 127757.0, 128317.0, 128733.0, 129090.0, 129405.0, 129782.0, 130164.0, 130548.0, 131028.0, 131282.0, 132064.0, 133145.0, 138538.0, 140938.0]","[99.5, 63.75, 107.0, 86.25, 77.5, 79.0, 86.0, 83.0, 77.5, 98.0, 107.0, 144.0, 168.0, 190.0, 159.0, 157.0, 156.0, 125.0, 118.0, 115.0, 55.5, 89.0, 100.0, 104.0]","[47.75, 49.3, 53.4, 54.0, 55.5, 56.83, 59.75, 59.95, 60.0, 63.75, 66.0, 67.0, 69.78, 70.0, 72.25, 74.85, 76.0, 77.5, 78.75, 79.0, 80.65, 82.0, 83.0, 83.75]",94,115,47.75000000000004,207.00000000000009,159.25000000000006,113,71,42,0.6283185840707964,46,9,128733.0,132064.0,3.331,168.00000000000006,55.500000000000064,112.5,33.77364154908436,down,0.8774781974982809,151.4290416926202
0,2320109,1,11,2320109/audio.mp3,2320109/Kyotsugyon - SUPERNOVA (cherrychou) [Finale  Expert].osu,SUPERNOVA,Kyotsugyon,cherrychou,Finale // Expert,4974853,5.96,dataset/0/2320109/Kyotsugyon - SUPERNOVA (cherrychou) [Finale  Expert].osu,"[3780.0, 28542.0, 30724.0, 31867.0, 33130.0, 35796.0, 79606.0, 112463.0, 146749.0, 183177.0, 197642.0, 207586.0]","[125.999996, 110.000003, 104.999997, 95.000004, 89.999997, 251.999992, 168.000002, 112.0, 223.999996, 298.660004, 199.109991, 298.660004]","[89.999997, 95.000004, 104.999997, 110.000003, 112.0, 125.999996, 168.000002, 199.109991, 223.999996, 251.999992, 298.660004]",11,12,89.99999725341802,298.66000385234383,208.6600065989258,11,4,7,0.6363636363636364,5,3,31867.0,35796.0,3.929,95.00000434875511,251.99999230957067,156.99998796081556,39.9592741055779,up,0.8840755860442819,151.20163865639614
0,216238,2,6,216238/ginkiha - Starlight Express.mp3,216238/ginkiha - Starlight Express (bakabakemono) [EXHAUST Lv.15].osu,Starlight Express,ginkiha,bakabakemono,EXHAUST Lv.15,507626,4.38,dataset/0/216238/ginkiha - Starlight Express (bakabakemono) [EXHAUST Lv.15].osu,"[115.0, 40915.0, 60067.0, 61110.0, 61982.0, 62732.0, 63932.0]","[200.0, 200.5, 230.0, 275.0, 320.0, 400.0, 200.0]","[200.0, 200.5, 230.0, 275.0, 320.0, 400.0]",6,7,200.0,400.0,200.0,6,5,1,0.8333333333333334,1,6,115.0,62732.0,62.617,200.0,400.0,200.0,3.1940207930753632,up,0.3863855382875051,150.3743080803713
0,178018,1,12,178018/Touhou Extra Stage Cento.mp3,178018/Senpi- - The First Part of Touhou EX Boss Rush!! (RuberusuScarlet) [Extra stage].osu,The First Part of Touhou EX Boss Rush!!,Senpi-,RuberusuScarlet,Extra stage,428292,4.1,dataset/0/178018/Senpi- - The First Part of Touhou EX Boss Rush!! (RuberusuScarlet) [Extra stage].osu,"[2806.0, 15437.0, 16734.0, 18121.0, 19649.0, 21315.0, 29485.0, 216944.0, 267862.0, 268612.0, 269012.0, 416903.0, 418848.0, 438307.0, 448412.0, 466096.0, 688411.0, 689096.0, 689727.0, 699079.0, 700715.0, 708419.0, 709319.0]","[190.0, 185.0, 173.0, 157.0, 144.0, 139.0, 185.0, 185.0, 160.0, 150.0, 185.0, 185.0, 185.0, 190.0, 190.0, 190.0, 175.0, 190.0, 190.0, 110.0, 110.0, 100.0, 95.0]","[95.0, 100.0, 110.0, 139.0, 144.0, 150.0, 157.0, 160.0, 173.0, 175.0, 185.0, 190.0]",12,23,95.0,189.99999999999974,94.99999999999974,15,4,11,0.7333333333333333,6,7,688411.0,709319.0,20.908,174.99999999999991,95.0,79.99999999999991,3.8262865888655018,down,0.8866890188303096,147.50543842456625
0,553116,4,8,553116/Reason of being.mp3,553116/sak respect for Arata Iiyoshi - Reason of being (Kuo Kyoka) [Final Judgment  Extra].osu,Reason of being,sak respect for Arata Iiyoshi,Kuo Kyoka,Final Judgment / Extra,1171236,4.97,dataset/0/553116/sak respect for Arata Iiyoshi - Reason of being (Kuo Kyoka) [Final Judgment  Extra].osu,"[20.0, 3809.0, 6335.0, 13598.0, 13913.0, 120334.0, 120697.0, 121084.0, 121497.0, 121997.0, 122854.0]","[95.0, 95.0, 95.0, 190.0, 190.0, 165.0, 155.0, 145.0, 120.0, 70.0, 47.5]","[47.5, 70.0, 95.0, 120.0, 145.0, 155.0, 165.0, 190.0]",8,11,47.50000000000008,189.99999999999974,142.49999999999966,7,1,6,0.8571428571428571,1,5,20.0,13913.0,13.893,95.0,189.99999999999974,94.99999999999974,6.837975959116083,up,0.8642758458124978,147.11457092216438
0,576883,7,11,576883/Nest 1.2.mp3,576883/Cardboard Box - Nest (Guilhermeziat) [Yolk 1.2].osu,Nest,Cardboard Box,Guilhermeziat,Yolk 1.2,2433645,3.75,dataset/0/576883/Cardboard Box - Nest (Guilhermeziat) [Yolk 1.2].osu,"[17.0, 26567.0, 28817.0, 62567.0, 80117.0, 91367.0, 93617.0]","[266.665999, 400.0, 266.665999, 400.0, 266.665999, 400.0, 266.665999]","[266.665999, 400.0]",2,7,266.665999409077,400.0,133.33400059092298,6,3,3,0.5,5,2,17.0,26567.0,26.55,266.665999409077,400.0,133.33400059092298,5.021996255778643,up,1.0,146.482371546469
0,2054063,1,42,2054063/audio.mp3,2054063/Ne Obliviscaris - Painters of the Tempest (Part II) Triptych Lux (BadDragon) [Angels' Fall Salus nostra in futurum].osu,Painters of the Tempest (Part II): Triptych Lux,Ne Obliviscaris,BadDragon,Angels' Fall: Salus nostra in Futurum,4291120,4.06,dataset/0/2054063/Ne Obliviscaris - Painters of the Tempest (Part II) Triptych Lux (BadDragon) [Angels' Fall Salus nostra in futurum].osu,"[535.0, 74209.0, 181371.0, 251696.0, 296316.0, 296596.0, 350177.0, 423693.0, 424759.0, 425782.0, 426761.0, 427782.0, 429757.0, 430711.0, 431702.0, 432710.0, 433685.0, 435636.0, 437604.0, 438373.0, 439296.0, 442924.0, 466924.0, 594924.0]","[215.0, 215.0, 215.0, 180.0, 215.0, 215.0, 215.0, 112.5, 117.25, 122.5, 117.5, 121.5, 125.680771, 121.0, 119.0, 123.0, 123.0, 122.0, 117.0, 97.5, 82.670508, 160.0, 165.0, 170.0]","[30.0, 37.0, 47.0, 52.0, 56.0, 66.0, 76.0, 81.0, 81.8, 82.0, 82.670508, 83.0, 84.0, 84.5, 85.0, 86.0, 86.5, 87.0, 88.0, 97.5, 112.5, 117.0, 117.25, 117.5]",42,58,30.0,224.9999999999997,194.9999999999997,51,20,31,0.6078431372549019,26,3,955455.0,973310.0,17.855,198.19999999999973,86.49999999999997,111.69999999999976,6.255950714085677,down,0.9432596740378874,146.06289285517957
0,2045075,5,9,2045075/audio.ogg,2045075/Yu-dachi - Shukufuku no shikisai wa omoi musubu kimitachi made (ML-ysg) [HEAVENLY].osu,Shukufuku no shikisai wa omoi musubu kimitachi made,Yu-dachi,ML-ysg,HEAVENLY,4268615,5.63,dataset/0/2045075/Yu-dachi - Shukufuku no shikisai wa omoi musubu kimitachi made (ML-ysg) [HEAVENLY].osu,"[1017.0, 22464.0, 34719.0, 44931.0, 66123.0, 80931.0, 81452.0, 82023.0, 82750.0, 94750.0, 96013.0, 97013.0, 98213.0, 99517.0, 101048.0, 109218.0, 114324.0, 114785.0, 116572.0]","[235.0, 235.0, 235.0, 235.0, 235.0, 230.0, 210.0, 165.0, 120.0, 95.0, 180.0, 200.0, 230.0, 235.0, 235.0, 235.0, 130.0, 235.0, 235.0]","[95.0, 120.0, 130.0, 165.0, 180.0, 200.0, 210.0, 230.0, 235.0]",9,19,95.0,235.0000000000002,140.0000000000002,11,5,6,0.5454545454545454,3,10,1017.0,94750.0,93.733,235.0000000000002,95.0,140.0000000000002,1.493604173556807,down,0.4343967817936829,145.82931854146588
0,703004,1,38,703004/audio.mp3,703004/Senpi - Touhou Last Boss Rush!! (RuberusuScarlet) [Lunatic].osu,Touhou Last Boss Rush!!,Senpi,RuberusuScarlet,Lunatic,1487432,4.4,dataset/0/703004/Senpi - Touhou Last Boss Rush!! (RuberusuScarlet) [Lunatic].osu,"[2043.0, 34293.0, 34533.0, 34763.0, 34985.0, 35199.0, 35405.0, 35605.0, 35798.0, 36173.0, 36525.0, 36867.0, 37200.0, 162884.0, 167305.0, 171726.0, 222252.0, 222576.0, 223037.0, 223517.0, 252569.0, 261095.0, 291410.0, 299620.0]","[120.0, 125.0, 130.0, 135.0, 140.0, 145.0, 150.0, 155.0, 160.0, 170.0, 175.0, 180.0, 190.0, 190.0, 190.0, 190.0, 185.0, 130.0, 125.0, 190.0, 190.0, 190.0, 190.0, 190.0]","[85.0, 90.0, 95.0, 100.0, 105.0, 110.0, 115.0, 116.0, 120.0, 122.0, 125.0, 126.0, 130.0, 131.0, 135.0, 136.0, 140.0, 142.0, 144.0, 145.0, 146.0, 149.0, 150.0, 151.0]",38,92,85.00000000000006,200.0,114.99999999999994,81,27,54,0.6666666666666666,26,3,810764.0,820803.0,10.039,89.99999999999996,194.9999999999998,104.99999999999984,10.45920908457016,up,0.9901100160292118,144.12131287150996
0,381334,1,117,381334/Our Journey And Epilogue.mp3,381334/aaaa - Bokutachi no Tabi to Epilogue.[Long ver.] (Daikyi) [Final Voyage].osu,Bokutachi no Tabi to Epilogue.[Long ver.],aaaa,Daikyi,Final Voyage,834266,5.11,dataset/0/381334/aaaa - Bokutachi no Tabi to Epilogue.[Long ver.] (Daikyi) [Final Voyage].osu,"[324.0, 37479.0, 39810.0, 42909.0, 50245.0, 61280.0, 63188.0, 65511.0, 133706.0, 135062.0, 136464.0, 137980.0, 139611.0, 141382.0, 143166.0, 144940.0, 146723.0, 148496.0, 150272.0, 152116.0, 153960.0, 155815.0, 157658.0, 159504.0]","[51.675002, 102.95, 77.425, 65.424266, 195.73, 188.649999, 77.469335, 183.003, 176.880535, 171.155554, 158.282028, 147.100538, 135.501233, 134.517295, 135.276993, 134.599315, 135.315739, 135.079156, 130.123646, 130.142217, 129.373108, 130.20401, 130.000637, 130.217998]","[51.675002, 65.424266, 77.425, 77.469335, 79.796912, 80.141187, 81.854082, 82.470747, 82.482708, 83.261913, 85.015663, 85.098356, 102.95, 109.724298, 110.713608, 120.0, 122.816703, 128.534704, 129.206005, 129.373108, 129.495099, 129.604021, 129.686996, 129.757]",117,119,51.675002131593835,195.7299999999998,144.05499786840596,118,62,56,0.5254237288135594,67,3,39810.0,50245.0,10.435,77.42500000000001,195.7299999999998,118.30499999999978,11.337326305701943,up,0.8646526259893029,141.8078332821236
0,1349658,1,9,1349658/Impulse.mp3,1349658/Culprate & Au5 - Impulse (Pope Gadget) [The Reaction].osu,Impulse,Culprate & Au5,Pope Gadget,The Reaction,2794432,5.0,dataset/0/1349658/Culprate & Au5 - Impulse (Pope Gadget) [The Reaction].osu,"[-705.0, 5517.0, 50693.0, 118458.0, 163634.0, 208810.0, 253986.0, 299164.0, 299874.0, 301991.0, 316109.0, 318937.0, 319687.0, 320487.0, 321344.0, 322278.0]","[67.5, 85.0, 170.0, 85.0, 170.0, 170.0, 170.0, 169.0, 85.0, 85.0, 84.875, 80.0, 75.0, 70.0, 64.25, 67.5]","[64.25, 67.5, 70.0, 75.0, 80.0, 84.875, 85.0, 169.0, 170.0]",9,16,64.25000000535417,170.00000022666669,105.75000022131252,12,4,8,0.6666666666666666,4,3,-705.0,50693.0,51.398,67.49999999999999,170.00000022666669,102.5000002266667,1.9942410254614322,up,0.9975872052242221,141.75232583955685
0,1975192,5,14,1975192/audio.ogg,1975192/easynam - silly 300bpm thing (Niko_Plays) [Extra].osu,silly 300bpm thing,easynam,Niko_Plays,Extra,4099367,5.4,dataset/0/1975192/easynam - silly 300bpm thing (Niko_Plays) [Extra].osu,"[357.0, 93157.0, 93566.0, 93994.0, 94455.0, 94925.0, 95435.0, 96006.0, 96615.0, 97300.0, 98105.0, 99105.0, 99750.0, 100663.0]","[300.0, 285.0, 280.0, 265.0, 260.0, 235.0, 210.0, 200.0, 180.0, 155.0, 129.0, 93.0, 74.0, 46.8]","[46.8, 74.0, 93.0, 129.0, 155.0, 180.0, 200.0, 210.0, 235.0, 260.0, 265.0, 280.0, 285.0, 300.0]",14,14,46.800000000000075,300.0,253.19999999999993,13,0,13,1.0,0,14,357.0,100663.0,100.306,300.0,46.800000000000075,253.19999999999993,2.5242757163080967,down,0.2022090086968975,138.6503315359101
0,1865294,1,22,1865294/audio.ogg,1865294/GTS Sound Team - nttld.beings ~Truth in Uncertainty~ ([GB]V1do) [orthodox.finale].osu,<</nttld.:beings>> ~Truth in Uncertainty~,GTS Sound Team,[GB]V1do,<</orthodox.:finale>>,3836669,5.68,dataset/0/1865294/GTS Sound Team - nttld.beings ~Truth in Uncertainty~ ([GB]V1do) [orthodox.finale].osu,"[1073.0, 2164.0, 63232.0, 124322.0, 125388.0, 126388.0, 127329.0, 128217.0, 129059.0, 130659.0, 131725.0, 140124.0, 148497.0, 149282.0, 156907.0, 157997.0, 220397.0, 220418.0, 227318.0, 229418.0, 234218.0, 236318.0, 237218.0, 238418.0]","[220.0, 220.0, 220.0, 225.0, 240.0, 255.0, 270.0, 285.0, 300.0, 260.0, 114.0, 114.65, 114.65, 110.0, 220.0, 200.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 180.0]","[110.0, 114.0, 114.65, 145.0, 150.0, 180.0, 200.0, 220.0, 225.0, 230.0, 240.0, 245.0, 250.0, 255.0, 260.0, 267.5, 270.0, 275.0, 282.5, 285.0, 290.0, 300.0]",22,49,109.9999999999999,300.0,190.0000000000001,29,22,7,0.7586206896551724,9,4,128217.0,131725.0,3.508,284.99999999999955,114.00000000000003,170.99999999999952,48.745724059292904,down,0.7128925905083858,137.65247331093195
0,576883,7,11,576883/Nest 1.1.mp3,576883/Cardboard Box - Nest (Guilhermeziat) [Egg 1.1].osu,Nest,Cardboard Box,Guilhermeziat,Egg 1.1,2433642,5.9,dataset/0/576883/Cardboard Box - Nest (Guilhermeziat) [Egg 1.1].osu,"[21.0, 28985.0, 31439.0, 68257.0, 87403.0, 99676.0, 102130.0]","[244.444, 366.666, 244.444, 366.666, 244.444, 366.666, 244.444]","[244.444, 366.666]",2,7,244.44399973743455,366.66600035306266,122.2220006156281,6,3,3,0.5,5,2,21.0,28985.0,28.964,244.44399973743455,366.66600035306266,122.2220006156281,4.219790105497449,up,1.0,134.2745918219303
0,960549,1,18,960549/youka.mp3,960549/Shimotsuki Haruka - Youka to Yumeutsutsu (diamant66) [Camellia].osu,Youka to Yumeutsutsu,Shimotsuki Haruka,diamant66,Camellia,2011012,4.24,dataset/0/960549/Shimotsuki Haruka - Youka to Yumeutsutsu (diamant66) [Camellia].osu,"[1180.0, 289244.0, 289591.0, 289928.0, 290846.0, 291421.0, 292362.0, 293178.0, 293417.0, 293612.0, 293755.0, 293968.0, 294132.0, 294470.0, 294772.0, 295094.0, 295488.0, 295942.0, 296665.0]","[186.0, 172.62181, 177.998947, 173.020037, 150.0, 127.5, 130.0, 128.0, 133.0, 125.0, 150.0, 148.0, 126.0, 113.0, 104.0, 86.0, 76.0, 46.0, 28.5]","[28.5, 46.0, 76.0, 86.0, 104.0, 113.0, 125.0, 126.0, 127.5, 128.0, 130.0, 133.0, 148.0, 150.0, 172.62181, 173.020037, 177.998947, 186.0]",18,19,28.49999999999996,186.00000000000017,157.5000000000002,18,4,14,0.7777777777777778,8,10,293612.0,296665.0,3.053,125.0,28.49999999999996,96.50000000000004,31.608254176220125,down,0.9407703719863987,132.92233335210068
0,425430,5,7,425430/Korekara no Someday.mp3,425430/Various Artists - 10Dollar Dump Dump Revolutions 2 part.3 (Manwon) [u's - Korekara no Someday [10Dollar Presents] 28].osu,10Dollar Dump Dump Revolutions 2 part.3,Various Artists,Manwon,u's - Korekara no Someday [10Dollar Presents] 28,918836,5.92,dataset/0/425430/Various Artists - 10Dollar Dump Dump Revolutions 2 part.3 (Manwon) [u's - Korekara no Someday [10Dollar Presents] 28].osu,"[848.0, 95848.0, 111848.0]","[240.0, 120.0, 240.0]","[120.0, 240.0]",2,3,120.0,240.0,120.0,2,1,1,0.5,1,2,848.0,95848.0,95.0,240.0,120.0,120.0,1.263157894736842,down,1.0,131.83347464017316
0,435387,17,490,435387/atama.mp3,435387/Various Artists - Wh1teh Pack #1 (Wh1teh) [hapi- - Hatsune Miku's Head Exercises].osu,Wh1teh Pack #1,Various Artists,Wh1teh,hapi-> - Hatsune Miku's Head Exercises,937992,5.29,dataset/0/435387/Various Artists - Wh1teh Pack #1 (Wh1teh) [hapi- - Hatsune Miku's Head Exercises].osu,"[52.0, 58052.0]","[120.0, 240.0]","[120.0, 240.0]",2,2,120.0,240.0,120.0,1,1,0,1.0,0,2,52.0,58052.0,58.0,120.0,240.0,120.0,2.0689655172413794,up,1.0,131.83347464017316
0,1858535,3,8,1858535/audio.ogg,1858535/Gram - Nibelungen ([GB]Sanae) [V1do's Leggendaria].osu,Nibelungen,Gram,[GB]Sanae,V1do's Leggendaria,4044412,5.71,dataset/0/1858535/Gram - Nibelungen ([GB]Sanae) [V1do's Leggendaria].osu,"[1258.0, 19258.0, 20348.0, 76564.0, 102509.0, 154400.0, 177913.0, 178513.0, 178828.0, 179533.0, 179933.0]","[80.0, 110.0, 222.0, 222.0, 222.0, 222.0, 200.0, 190.0, 170.0, 150.0, 135.0]","[80.0, 110.0, 135.0, 150.0, 170.0, 190.0, 200.0, 222.0]",8,11,80.0,222.00000000000026,142.00000000000026,7,2,5,0.7142857142857143,1,6,1258.0,154400.0,153.142,80.0,222.00000000000026,142.00000000000026,0.9272439957686347,up,0.4713355710061663,130.23908731489882
0,1790660,1,16,1790660/audio.mp3,1790660/TUYU - Songs Compilation (Kibitz) [Raindrops of the Past].osu,Songs Compilation,TUYU,Kibitz,Raindrops of the Past,3669258,4.63,dataset/0/1790660/TUYU - Songs Compilation (Kibitz) [Raindrops of the Past].osu,"[-2.0, 54664.0, 66922.0, 96599.0, 130884.0, 153862.0, 186343.0, 223266.0, 243778.0, 274416.0, 289416.0, 317334.0, 318216.0, 359392.0, 402592.0, 414284.0, 436437.0, 466127.0, 491390.0, 532532.0]","[180.0, 186.0, 186.0, 175.0, 188.0, 133.0, 130.0, 117.0, 235.0, 240.0, 225.0, 204.0, 204.0, 200.0, 195.0, 195.0, 194.0, 190.0, 175.0, 170.0]","[117.0, 130.0, 133.0, 170.0, 175.0, 180.0, 186.0, 188.0, 190.0, 194.0, 195.0, 200.0, 204.0, 225.0, 235.0, 240.0]",16,20,116.99999999999994,240.0,123.00000000000006,16,4,12,0.75,5,2,223266.0,243778.0,20.512,116.99999999999994,235.0000000000002,118.00000000000026,5.75273010920438,up,1.0,129.63625006283723
0,1877372,1,16,1877372/audio.mp3,1877372/TUYU - Songs Compilation (Lami-) [I'll put you in misery].osu,Songs Compilation,TUYU,Lami-,I'll put you in misery,3948347,4.45,dataset/0/1877372/TUYU - Songs Compilation (Lami-) [I'll put you in misery].osu,"[0.0, 54666.0, 66924.0, 96601.0, 130886.0, 153864.0, 186345.0, 223268.0, 243780.0, 274418.0, 289418.0, 317336.0, 318218.0, 359394.0, 402594.0, 414286.0, 436439.0, 466129.0, 491392.0, 532534.0]","[180.0, 186.0, 186.0, 175.0, 188.0, 133.0, 130.0, 117.0, 235.0, 240.0, 225.0, 204.0, 204.0, 200.0, 195.0, 195.0, 194.0, 190.0, 175.0, 170.0]","[117.0, 130.0, 133.0, 170.0, 175.0, 180.0, 186.0, 188.0, 190.0, 194.0, 195.0, 200.0, 204.0, 225.0, 235.0, 240.0]",16,20,116.99999999999994,240.0,123.00000000000006,16,4,12,0.75,5,2,223268.0,243780.0,20.512,116.99999999999994,235.0000000000002,118.00000000000026,5.75273010920438,up,1.0,129.63625006283723
0,2233010,1,7,2233010/audio.mp3,2233010/blobdash & breakchild - EPiSODES (AelSan) [Cinematograph].osu,EPiSODES,blobdash & breakchild,AelSan,Cinematograph,4741617,4.75,dataset/0/2233010/blobdash & breakchild - EPiSODES (AelSan) [Cinematograph].osu,"[226.0, 39226.0, 42135.0, 44958.0, 47700.0, 138365.0, 190538.0]","[160.0, 165.0, 170.0, 175.0, 180.0, 230.0, 226.0]","[160.0, 165.0, 170.0, 175.0, 180.0, 226.0, 230.0]",7,7,160.0,230.00000000000026,70.00000000000026,6,5,1,0.8333333333333334,1,6,226.0,138365.0,138.139,160.0,230.00000000000026,70.00000000000026,0.5067359688429788,up,0.9480438822136341,129.1365748504522
0,475373,11,27,475373/Aasgore.mp3,475373/Various Artists - Wh1teh Pack #2 (Wh1teh) [toby fox - ASGORE].osu,Wh1teh Pack #2,Various Artists,Wh1teh,toby fox - ASGORE,1015665,4.63,dataset/0/475373/Various Artists - Wh1teh Pack #2 (Wh1teh) [toby fox - ASGORE].osu,"[232.0, 21243.0]","[113.0, 229.7]","[113.0, 229.7]",2,2,112.99999999999993,229.70000000000002,116.70000000000009,1,1,0,1.0,0,2,232.0,21243.0,21.011,112.99999999999993,229.70000000000002,116.70000000000009,5.5542334967398075,up,1.0,128.2080540875685
0,1703288,1,7,1703288/Roselia.mp3,1703288/Roselia - FIRE BIRD (eZmmR) [Blooming Rose of Purple Flames].osu,FIRE BIRD,Roselia,eZmmR,Blooming Rose of Purple Flames,3480135,4.23,dataset/0/1703288/Roselia - FIRE BIRD (eZmmR) [Blooming Rose of Purple Flames].osu,"[1640.0, 19640.0, 22635.0, 24956.0, 27527.0, 29431.0, 35052.0, 38901.0]","[80.0, 79.0, 79.0, 70.0, 63.0, 64.0, 124.0, 150.0]","[63.0, 64.0, 70.0, 79.0, 80.0, 124.0, 150.0]",7,8,63.00000000000003,150.0,86.99999999999997,6,3,3,0.5,1,5,24956.0,38901.0,13.945,70.00000000000001,150.0,79.99999999999999,5.736823234134097,up,0.8881075265368986,127.3020056292155
0,1069279,5,315,1069279/audio 1.300x.mp3,1069279/The Flashbulb - Ant IDM (Vortex-) [The Antbulb (1.3x)].osu,Ant IDM,The Flashbulb,Vortex-,The Antbulb (1.3x),2615506,5.56,dataset/0/1069279/The Flashbulb - Ant IDM (Vortex-) [The Antbulb (1.3x)].osu,"[1478.0, 1898.0, 3156.0, 3576.0, 3996.0, 4834.0, 5674.0, 6093.0, 6513.0, 8192.0, 8611.0, 9870.0, 10290.0, 10709.0, 11547.0, 12807.0, 13226.0, 14905.0, 15324.0, 16583.0, 17003.0, 17423.0, 18261.0, 19939.0]","[143.0039, 142.9987, 142.9987, 143.0039, 142.9987, 142.9987, 143.0039, 142.9987, 142.9987, 143.0039, 142.9987, 142.9987, 143.0039, 142.9987, 142.9987, 143.0039, 142.9987, 143.0039, 142.9987, 142.9987, 143.0039, 142.9987, 142.9987, 142.9987]","[75.85084, 90.76808, 91.17472, 94.13417, 94.65066, 96.96466, 106.69711, 110.56968, 114.03509, 116.76652, 118.42103, 119.14461, 120.15406, 122.06571, 122.81321, 122.97987, 122.98793, 123.90781, 124.12153, 124.23684, 124.55092, 124.6089, 124.81664, 124.99994]",63,208,75.85084002325587,156.54730000603755,80.69645998278168,177,88,89,0.5028248587570622,143,10,42647.0,46896.0,4.249,139.09999988872,75.85084002325587,63.24915986546412,14.885657770172777,down,0.9819460352322292,126.55791763515215
